ID (GT),Missing Time Points,ID (Dino),x (GT),y (GT),z (GT),x (Dino),y (Dino),z (Dino),t,t_start (GT),t_start (Dino),FI (GT),FI (Dino),Track Length (GT),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
4719,84,12167,345.636,0.273,2.636,329.86276,8.722716,2.8372364,84.0,84.0,57.0,1.0,3.049,6.0,34.0,4.81,1.065,0.2559,17.895063472000942,,
4721,73,12379,486.364,487.545,8.364,486.51068,497.98517,7.9999957,73.0,73.0,57.0,1.0,5.008,11.0,12.0,-2.848,-0.8896,-1.266,10.447543432870608,,
4722,87,17571,202.545,362.636,5.091,202.8049,365.25647,7.412546,87.0,73.0,85.0,1.0,2.271,23.0,4.0,0.7188,-3.068,0.1733,3.510553640241916,,
4738,93,13929,82.455,53.909,2.545,86.700676,50.398666,1.6267921,93.0,73.0,66.0,1.0,4.754,27.0,27.0,7.87,2.354,0.1522,5.584918552329518,,
4753,86,17782,484.273,467.636,7.818,478.36395,467.95374,4.352393,86.0,82.0,86.0,1.0,3.133,18.0,7.0,4.52,-0.451,0.7095,6.857715544446955,,
4753,93,17604,478.273,494.364,3.636,476.02576,496.97147,1.7818831,93.0,82.0,85.0,1.0,4.965,18.0,10.0,14.586,3.66,0.3396,3.909825686314665,,
4758,75,11524,247.091,431.091,2.909,243.3584,433.05103,4.0083117,75.0,74.0,53.0,1.0,6.2,10.0,22.0,13.17,-1.557,-0.1755,4.356891847941271,,
4758,83,15574,246.364,432.727,3.545,242.77596,430.04053,3.894338,83.0,74.0,75.0,1.0,4.5,10.0,17.0,13.09,0.10474,-0.1663,4.495908044071182,,
4767,93,15867,505.364,110.0,0.909,501.99896,118.99975,7.9999833,93.0,92.0,76.0,1.0,14.26,8.0,17.0,-1.189,-1.871,-1.184,11.941567670326153,,
4767,96,18058,493.545,110.727,0.0,492.69937,97.7599,0.0,96.0,92.0,88.0,1.0,-0.29,8.0,10.0,-6.715,0.355,0.3057,12.994643993080384,,
4767,97,18058,492.091,111.0,-0.182,497.64896,113.16322,0.44321877,97.0,92.0,88.0,1.0,0.726,8.0,10.0,3.328,1.621,0.4653,5.996777354576379,,
4767,99,16467,491.091,111.727,-0.182,478.53125,102.45561,7.999994,99.0,92.0,79.0,1.0,2.242,8.0,17.0,0.3,-1.745,-0.003754,17.625294846062474,,
4769,74,12366,10.727,433.182,8.727,0.0,428.10416,7.591282,74.0,74.0,57.0,1.0,6.855,5.0,10.0,-2.656,-5.234,-0.624,11.922367358923497,,
4773,82,16581,405.545,237.727,4.0,406.31195,243.94617,3.3948996,82.0,74.0,80.0,1.0,2.697,15.0,18.0,7.426,-0.695,0.2047,6.295429634701675,,
4776,92,16741,452.182,507.636,2.455,442.5665,510.9996,6.9999948,92.0,87.0,81.0,1.0,4.504,7.0,10.0,-3.783,-1.163,1.042,11.154757861201054,,
4776,93,16741,452.182,510.273,2.545,445.9463,510.3748,7.9999976,93.0,87.0,81.0,1.0,1.433,7.0,10.0,-3.133,-0.1508,-0.05475,8.285609002723087,,
4778,78,15303,158.545,449.909,1.636,167.10081,453.62497,1.0063186,78.0,74.0,73.0,1.0,4.332,6.0,23.0,3.398,0.593,0.0003967,9.349161270536856,,
4778,79,8944,153.364,450.818,1.273,145.72238,457.98218,1.5194678,79.0,74.0,39.0,1.0,5.746,6.0,46.0,9.95,3.416,0.596,10.47762271096062,,
4780,91,18588,225.909,228.818,9.636,221.97638,221.50705,7.999997,91.0,90.0,91.0,1.0,3.885,10.0,4.0,-4.902,0.5903,-0.00627,8.461205338656494,,
4781,89,14896,423.273,392.273,7.636,423.32016,392.46915,4.118836,89.0,74.0,71.0,1.0,4.38,17.0,25.0,9.805,-1.734,-0.2484,3.522945002550564,,
4781,90,14896,419.273,395.636,8.273,423.10056,392.39523,2.1597242,90.0,74.0,71.0,1.0,3.855,17.0,25.0,6.887,0.7446,0.0974,7.907271764228496,,
4782,78,15881,41.909,154.091,5.273,42.999893,146.99963,0.0,78.0,74.0,77.0,1.0,8.6,17.0,4.0,-7.523,-2.576,0.05292,8.90404992204947,,
4782,89,17521,22.636,168.182,5.636,13.364696,168.10593,3.9206128,89.0,74.0,85.0,1.0,4.316,17.0,12.0,4.17,-0.1716,0.03906,9.428966950373717,,
4782,90,15951,23.182,168.909,5.727,25.182207,175.97446,1.3332436,90.0,74.0,77.0,1.0,3.867,17.0,19.0,8.33,0.5293,-0.2812,8.55725705801748,,
4783,91,12700,397.091,217.455,6.0,391.5569,218.44946,6.961131,91.0,74.0,59.0,1.0,4.215,26.0,31.0,9.0,-2.453,-0.6104,5.704295425445741,,
4784,97,19003,203.0,510.0,4.818,206.62013,505.53067,5.0865784,97.0,74.0,93.0,1.0,4.67,24.0,7.0,8.13,0.0428,0.353,5.757810888067322,,
4786,74,14963,178.091,243.909,-0.818,174.13228,246.51671,0.6487366,74.0,74.0,71.0,1.0,3.115,4.0,5.0,2.104,1.337,-0.1882,4.962149910701967,,
4787,76,15363,492.0,324.909,4.818,495.82602,328.83887,5.9540257,76.0,74.0,74.0,1.0,4.04,19.0,6.0,6.676,-3.607,-0.1305,5.6011482437408,,
4789,78,9625,210.455,40.0,7.909,212.58084,45.183735,3.8462799,78.0,75.0,43.0,1.0,3.385,5.0,44.0,6.25,0.1045,-0.1816,6.920693524984972,,
4789,79,9655,207.0,45.0,8.364,208.38683,46.11239,5.2300053,79.0,75.0,43.0,1.0,4.16,5.0,29.0,7.836,-2.174,-0.2267,3.6031419262399447,,
4794,75,1274,428.091,286.636,-0.818,420.29355,295.92917,1.1604242,75.0,75.0,0.0,1.0,4.06,17.0,95.0,5.52,2.838,0.451,12.291354582247864,,
4799,84,16649,490.818,261.636,3.545,492.4657,265.43024,6.757683,84.0,81.0,80.0,1.0,2.008,6.0,10.0,0.3677,-1.431,-0.2319,5.237604846309919,,
4799,85,11279,490.818,261.091,3.636,496.9831,258.1213,1.9077922,85.0,81.0,52.0,1.0,4.535,6.0,39.0,10.125,1.86,0.00963,7.05792308685641,,
4799,86,17391,491.818,261.091,3.727,487.37515,260.68488,7.6410966,86.0,81.0,84.0,1.0,3.246,6.0,4.0,0.449,-2.459,-0.239,5.934981193822878,,
4801,77,11357,344.818,154.182,1.364,339.1082,152.31421,3.366121,77.0,75.0,53.0,1.0,3.328,7.0,22.0,5.375,-0.882,0.0001526,6.332372700871344,,
4816,75,15020,200.636,174.091,7.818,206.99976,171.61517,7.9999905,75.0,75.0,72.0,1.0,5.95,17.0,4.0,1.096,-3.52,-0.546,6.830834214690797,,
4816,83,15829,201.273,172.273,8.182,202.60393,173.3202,4.0007606,83.0,75.0,76.0,1.0,5.918,17.0,18.0,16.58,0.4673,-0.6143,4.511182264663263,,
4817,78,14321,281.727,253.273,8.182,283.03122,252.86272,4.593652,78.0,75.0,68.0,1.0,4.293,5.0,11.0,7.773,0.3652,-0.2021,3.839994903109133,,
4818,80,13193,445.727,272.636,6.273,444.65427,274.38797,3.3754082,80.0,75.0,62.0,1.0,4.47,7.0,14.0,9.805,0.6494,-0.1582,3.5519271914310258,,
4820,95,16383,213.273,268.455,4.818,217.46764,261.51157,0.0,95.0,75.0,79.0,1.0,2.34,25.0,16.0,-5.77,0.4783,0.397,9.43500656568397,,
4820,96,17099,209.909,271.455,4.545,226.57916,273.60687,5.818731,96.0,75.0,83.0,1.0,3.633,25.0,17.0,6.285,-0.832,0.2573,16.856665434861707,,
4820,98,16147,200.545,277.727,3.455,191.6784,284.24225,1.3189708,98.0,75.0,78.0,1.0,4.32,25.0,14.0,6.65,0.3022,-0.61,11.2083762814135,,
4820,99,16383,200.091,277.182,3.455,202.79677,270.1952,7.999996,99.0,75.0,79.0,1.0,3.766,25.0,16.0,-2.896,-3.105,-0.5664,8.76319314935579,,
4829,81,15921,142.727,86.091,-0.909,147.2653,86.14763,1.3292149,81.0,75.0,77.0,1.0,3.23,7.0,8.0,7.113,1.274,-0.03552,5.060531571434165,,
4830,81,15811,255.909,131.455,-0.636,261.46814,137.66643,4.7576823,81.0,81.0,76.0,1.0,3.75,19.0,22.0,8.97,0.02744,0.3342,9.928630768531638,,
4834,95,15930,48.0,69.727,6.364,50.402916,69.93906,0.88828444,95.0,75.0,77.0,1.0,3.865,21.0,22.0,9.875,4.848,-0.006714,5.98351365342155,,
4836,76,15179,38.182,88.091,7.636,39.023144,87.74303,4.210414,76.0,76.0,73.0,1.0,5.06,21.0,9.0,7.297,-2.191,-0.4187,3.544466926497128,,
4837,87,8748,116.727,319.273,6.545,112.352264,317.97592,1.938976,87.0,76.0,38.0,1.0,3.936,24.0,59.0,5.117,0.999,0.5024,6.483532114879367,,
4837,97,8748,78.091,319.182,8.909,78.225105,321.92853,6.3940253,97.0,76.0,38.0,1.0,3.225,24.0,59.0,3.379,-1.602,0.1284,3.726460644306489,,
4837,98,17067,73.636,317.727,9.273,71.85044,315.45126,6.816306,98.0,76.0,83.0,1.0,5.086,24.0,13.0,9.73,-3.555,-0.6196,3.795070812361199,,
4838,77,15911,353.909,455.455,9.455,353.8413,448.8229,7.9999967,77.0,76.0,77.0,1.0,1.214,22.0,4.0,-3.928,-1.559,-0.3274,6.790167030567851,,
4838,78,15908,353.909,457.273,9.455,347.36017,461.19925,1.1488687,78.0,76.0,77.0,1.0,3.23,22.0,11.0,6.42,1.574,0.3196,11.282483352712722,,
4838,83,13765,353.455,456.545,9.0,351.7822,456.20935,1.6180627,83.0,76.0,65.0,1.0,5.33,22.0,23.0,10.414,1.758,-0.5986,7.576537405941536,,
4843,77,8067,244.091,461.727,-0.182,241.39244,458.7277,5.4991,77.0,76.0,34.0,1.0,3.668,24.0,42.0,6.355,-0.418,0.07465,6.9679928080904165,,
4843,89,11312,245.545,462.818,-0.182,246.77864,466.25348,1.9735981,89.0,76.0,52.0,1.0,5.062,24.0,37.0,11.8,0.4172,0.3132,4.239220877558035,,
4845,84,15667,421.455,344.727,8.909,424.2552,344.02856,6.536392,84.0,76.0,75.0,1.0,4.33,24.0,15.0,7.527,-2.549,-0.76,3.736068414157325,,
4845,88,13227,411.091,354.727,9.0,408.11417,350.56625,1.1243289,88.0,76.0,62.0,1.0,3.793,24.0,32.0,6.52,1.011,0.2656,9.391461690640858,,
4845,95,18289,400.182,361.545,8.818,398.98474,359.35727,6.323769,95.0,76.0,89.0,1.0,5.03,24.0,10.0,7.16,-1.428,-0.446,3.5271493223084573,,
4846,92,16730,292.727,1.909,5.0,301.44647,0.0,0.0,92.0,90.0,81.0,1.0,5.785,10.0,10.0,-7.863,-3.295,0.5317,10.23100376702599,,
4847,76,13510,60.818,481.364,9.727,62.77182,480.7249,6.4725327,76.0,76.0,64.0,1.0,4.152,7.0,7.0,6.86,-3.527,-0.3093,3.849340048523808,,
4848,76,15699,81.364,395.273,0.0,83.49875,392.39218,0.71631366,76.0,76.0,75.0,1.0,3.605,12.0,21.0,7.227,3.023,-0.797,3.656417193702429,,
4855,92,15068,235.909,76.545,9.727,235.63513,75.06638,5.229134,92.0,92.0,72.0,1.0,3.562,8.0,21.0,9.2,-0.4233,0.3618,4.7425858384699815,,
4855,99,18325,211.455,82.091,8.727,212.2744,77.79539,0.8738915,99.0,92.0,89.0,1.0,1.55,8.0,9.0,3.357,2.023,0.6104,8.988603603723563,,
4863,78,14134,334.0,237.364,9.545,333.60086,238.08936,6.0487137,78.0,76.0,67.0,1.0,4.746,4.0,11.0,5.133,-0.955,-0.359,3.592976170359006,,
4867,76,15779,8.182,318.455,8.091,15.808979,322.02234,7.999994,76.0,76.0,76.0,1.0,4.047,7.0,14.0,-6.707,-0.937,-0.463,8.420510996019008,,
4867,77,12141,8.455,319.0,8.0,0.0,318.53592,7.3719597,77.0,76.0,56.0,1.0,3.352,7.0,17.0,-8.914,-0.4922,0.69,8.4909852116715,,
4868,88,7791,233.091,107.273,4.727,229.92668,107.56554,2.4321787,88.0,76.0,33.0,1.0,5.477,24.0,55.0,13.12,0.502,-0.416,3.9197838604869166,,
4877,99,13896,100.0,360.545,-0.455,96.30315,359.15088,0.40490237,99.0,76.0,66.0,1.0,3.443,24.0,30.0,6.902,3.27,-0.1164,4.04347654659103,,
4878,83,12525,152.364,216.0,9.545,161.66852,216.05525,2.550405,83.0,81.0,58.0,1.0,3.666,5.0,30.0,12.02,0.47,0.03745,11.64051133786334,,
4878,85,16806,144.091,222.455,9.545,142.09157,223.25938,1.4052869,85.0,81.0,81.0,1.0,3.611,5.0,12.0,2.533,0.3555,-0.2827,8.420194585614496,,
4883,84,17387,197.273,38.273,-0.909,194.86166,26.396273,0.0,84.0,76.0,84.0,1.0,3.254,9.0,4.0,-6.957,-0.976,-0.652,12.153085444780228,,
4885,90,13718,140.364,136.091,6.091,140.37672,134.78645,2.5120876,90.0,76.0,65.0,1.0,4.61,24.0,15.0,11.25,0.95,-0.3257,3.809281620958705,,
4887,78,11350,393.182,127.455,0.909,394.90875,133.35094,6.6174164,78.0,76.0,53.0,1.0,3.543,8.0,24.0,4.3,-1.551,-0.2964,8.38628593847652,,
4891,81,15688,212.0,258.0,3.545,214.99931,252.99919,7.9999747,81.0,76.0,75.0,1.0,5.043,7.0,5.0,-9.016,1.464,0.3435,7.338307755187169,,
4891,82,15570,206.273,260.636,3.818,214.18477,262.18704,7.9999986,82.0,76.0,75.0,1.0,2.17,7.0,7.0,-5.945,-1.257,0.1747,9.082452416880685,,
4897,77,15065,245.455,95.273,0.364,235.6782,82.55365,0.0,77.0,77.0,72.0,1.0,4.484,23.0,5.0,-6.754,2.012,-1.2705,16.046812102797862,,
4897,79,15206,244.364,94.636,0.364,250.87123,86.39535,4.209013,79.0,77.0,73.0,1.0,3.045,23.0,5.0,3.77,0.4607,0.07086,11.181971188729156,,
4897,90,16784,229.0,108.455,1.182,229.24403,112.043274,3.8111541,90.0,77.0,81.0,1.0,4.71,23.0,16.0,12.96,-2.344,-0.5703,4.455077128571716,,
4897,98,16784,206.818,132.273,1.273,208.09702,125.668045,0.6339306,98.0,77.0,81.0,1.0,2.426,23.0,16.0,5.086,3.201,0.2281,6.757938473413409,,
4897,99,16784,202.273,136.909,1.364,209.50931,126.082726,0.7116129,99.0,77.0,81.0,1.0,2.95,23.0,16.0,2.713,3.164,0.11163,13.03832811626638,,
4902,77,13535,132.364,85.545,9.727,134.05423,87.370605,7.0413103,77.0,77.0,64.0,1.0,2.736,6.0,25.0,4.703,-3.012,-0.5107,3.6609616542120498,,
4902,78,13535,132.273,85.909,9.545,134.43987,87.21006,6.510553,78.0,77.0,64.0,1.0,5.285,6.0,25.0,10.44,-3.115,-0.8257,3.949170965697618,,
4902,80,13535,132.364,86.0,9.636,134.36398,87.518906,6.7680206,80.0,77.0,64.0,1.0,2.932,6.0,25.0,4.19,-2.17,-0.4844,3.812125558800541,,
4902,81,13535,132.273,86.455,9.818,134.19513,87.55329,6.597651,81.0,77.0,64.0,1.0,3.059,6.0,25.0,4.16,-1.991,-0.0951,3.907873122659057,,
4911,84,15106,216.727,471.727,7.727,205.7382,461.70813,1.302675,84.0,77.0,72.0,1.0,3.879,23.0,9.0,4.43,2.541,-0.2966,16.198871356441003,,
4912,92,15088,464.818,487.636,4.182,460.53745,482.51733,5.5507064,92.0,77.0,72.0,1.0,4.453,22.0,21.0,9.66,-0.601,-0.2145,6.811552545550911,,
4919,79,13142,334.455,302.273,4.636,325.11075,295.37354,0.0,79.0,77.0,62.0,1.0,-0.517,23.0,22.0,-9.66,-3.143,-0.2744,12.50640045553077,,
4919,81,15888,333.909,302.818,4.545,334.0869,313.80972,0.24095118,81.0,77.0,77.0,1.0,2.248,23.0,4.0,-2.729,0.3228,0.4163,11.805693254245782,,
4919,97,17147,323.818,322.091,6.182,328.71487,318.34338,7.023575,97.0,77.0,83.0,1.0,4.336,23.0,17.0,3.76,-1.302,-0.3042,6.223523113311722,,
4919,98,15531,318.909,325.273,6.455,322.82465,328.816,4.1031766,98.0,77.0,74.0,1.0,4.92,23.0,22.0,10.84,-0.749,-0.516,5.7806779210822175,,
4919,99,18530,318.727,324.818,6.636,318.44116,332.94156,4.0440283,99.0,77.0,90.0,1.0,3.514,23.0,4.0,3.354,-0.2439,0.3936,8.531837367929656,,
4924,78,14198,362.545,474.091,-0.545,356.11005,476.62354,3.2563279,78.0,77.0,67.0,1.0,3.182,4.0,25.0,5.965,0.6055,0.436,7.891288497920889,,
4927,79,16167,415.091,199.182,8.636,411.77414,192.78958,6.19641,79.0,77.0,78.0,1.0,3.547,16.0,15.0,6.027,-0.8574,0.1968,7.603696014708897,,
4927,80,16167,414.364,198.455,8.455,411.63535,191.96614,6.441576,80.0,77.0,78.0,1.0,4.746,16.0,15.0,7.203,-1.27,0.1033,7.321523825398371,,
4927,88,12700,397.455,207.727,8.545,398.2336,209.71024,5.035377,88.0,77.0,59.0,1.0,4.555,16.0,31.0,8.1,-1.058,-0.1472,4.105717045745973,,
4927,92,12700,389.818,220.091,9.273,391.07727,220.75526,5.897738,92.0,77.0,59.0,1.0,4.684,16.0,31.0,6.94,-0.796,-0.2286,3.663249356670115,,
4937,85,16994,484.091,422.364,9.545,481.6422,421.298,6.432395,85.0,82.0,82.0,1.0,4.707,6.0,12.0,7.16,-1.669,-0.493,4.101376272182908,,
4937,86,16994,484.0,422.727,9.364,482.0068,421.24982,6.713471,86.0,82.0,82.0,1.0,4.4,6.0,12.0,7.164,-2.668,-0.3677,3.630456028137641,,
4940,77,13441,476.818,446.273,4.818,473.60974,449.21002,1.1541033,77.0,77.0,63.0,1.0,5.355,17.0,19.0,14.805,0.8594,-1.229,5.68710451251519,,
4940,86,14217,475.545,446.364,6.0,473.87518,446.94357,2.1854527,86.0,77.0,67.0,1.0,5.5,17.0,25.0,13.56,1.012,0.1092,4.204161191157803,,
4940,92,14217,459.545,456.636,6.818,467.4452,456.01685,5.577453,92.0,77.0,67.0,1.0,2.918,17.0,25.0,6.94,-2.012,-0.2212,8.020939073556711,,
4943,78,9798,308.182,433.545,6.455,305.12274,437.1821,6.550996,78.0,77.0,43.0,1.0,5.094,23.0,53.0,6.707,-2.258,0.1676,4.7536074080234885,,
4945,86,15611,226.0,245.455,-0.364,226.83278,243.89864,3.086162,86.0,78.0,75.0,1.0,4.07,12.0,25.0,10.8,0.608,1.282,3.8754866538596233,,
4945,88,15611,220.818,248.182,-0.455,226.94374,245.09619,3.3408728,88.0,78.0,75.0,1.0,3.55,12.0,25.0,10.04,0.3008,-0.2341,7.839359936721841,,
4945,89,12722,216.818,250.545,-0.636,209.95618,249.37201,6.9901886,89.0,78.0,59.0,1.0,2.697,12.0,24.0,3.764,-2.377,0.802,10.325658904654476,,
4947,78,13851,125.818,257.091,8.818,114.88585,267.44946,2.8910515,78.0,78.0,66.0,1.0,3.453,22.0,23.0,5.94,1.355,-0.1777,16.184508510169582,,
4951,92,14008,277.273,56.455,0.818,282.4048,59.19008,7.999995,92.0,79.0,66.0,1.0,5.914,17.0,26.0,-3.066,0.6245,-0.1603,9.241054378501676,,
4957,92,14303,160.818,229.364,-0.455,157.93086,231.42816,2.907303,92.0,78.0,68.0,1.0,3.732,18.0,24.0,9.25,-0.5854,0.4502,4.888907377830863,,
4958,82,7962,493.364,63.636,-0.636,494.3856,65.257164,2.614146,82.0,78.0,34.0,1.0,3.498,10.0,46.0,11.28,-0.2429,0.3403,3.772968101669039,,
4958,84,7962,493.182,63.727,-0.727,495.053,64.66713,2.621106,84.0,78.0,34.0,1.0,3.701,10.0,46.0,8.95,0.538,0.0645,3.9489617881331713,,
4958,87,7962,493.182,64.091,-0.818,495.81223,64.54156,2.4868171,87.0,78.0,34.0,1.0,4.312,10.0,46.0,8.94,-0.2754,0.1775,4.2476970502794025,,
4959,87,9121,184.818,195.273,5.909,185.13608,191.57327,4.035175,87.0,78.0,40.0,1.0,5.58,22.0,45.0,13.055,-0.5405,-0.1008,4.159374603221607,,
4964,86,16364,250.455,225.0,-0.545,252.62317,223.12141,1.8313012,86.0,78.0,79.0,1.0,3.283,13.0,12.0,5.227,0.2861,0.5684,3.725166966744087,,
4967,90,15285,111.636,249.091,-0.909,109.63355,252.49698,1.5943953,90.0,90.0,73.0,1.0,3.496,10.0,25.0,4.086,1.857,-0.123,4.677338323337545,,
4967,91,15285,107.455,247.818,-0.273,109.04599,251.54868,1.509816,91.0,90.0,73.0,1.0,3.842,10.0,25.0,4.824,0.6187,-0.4163,4.430310974678398,,
4967,92,18773,103.636,246.545,0.364,103.99974,248.99937,7.99998,92.0,90.0,92.0,1.0,8.38,10.0,4.0,0.586,-0.0705,-0.1604,8.028974370671516,,
4968,85,10681,68.091,28.455,0.0,72.635254,25.606564,1.1113198,85.0,78.0,49.0,1.0,3.256,10.0,47.0,7.902,2.27,0.08435,5.4771218500672525,,
4968,86,15558,62.182,31.273,-0.364,65.79335,37.42198,0.7036538,86.0,78.0,75.0,1.0,2.18,10.0,11.0,4.344,2.688,-0.0696,7.210526229031722,,
4970,79,16497,462.727,320.455,0.182,454.73434,320.54138,7.999998,79.0,78.0,79.0,1.0,3.643,22.0,4.0,-6.902,-1.137,-0.005196,11.180839329317095,,
4970,80,13265,462.364,320.818,0.455,465.9522,329.1494,7.018664,80.0,78.0,63.0,1.0,3.484,22.0,18.0,3.047,-0.11426,-0.2864,11.196833941114637,,
4972,94,16308,105.182,388.455,9.0,106.97537,387.1876,5.8962,94.0,78.0,79.0,1.0,4.125,17.0,16.0,10.695,-1.96,-0.006332,3.802111670756135,,
4976,87,14462,129.091,510.545,4.545,122.48207,501.92407,0.0,87.0,78.0,69.0,1.0,3.584,11.0,17.0,-5.934,-0.904,0.705,11.775203387194676,,
4976,88,9579,129.909,510.273,4.364,135.34119,510.9998,7.394154,88.0,78.0,42.0,1.0,7.445,11.0,36.0,-1.041,-0.5107,1.031,6.26248829937559,,
4977,78,16090,354.545,305.545,8.182,354.42572,295.7386,2.6936076,78.0,78.0,78.0,1.0,3.586,6.0,7.0,5.785,-0.8574,0.468,11.23842336872827,,
4977,81,13692,354.545,304.0,7.909,353.3303,303.6512,4.4202895,81.0,78.0,65.0,1.0,5.812,6.0,13.0,14.16,-1.595,-0.0001984,3.710560400102688,,
4977,82,16029,355.0,304.545,8.0,353.6842,304.21442,4.651132,82.0,78.0,77.0,1.0,4.14,6.0,5.0,10.945,-1.673,-0.1763,3.613243647724862,,
4988,78,15965,23.727,213.273,4.182,21.652416,205.03206,0.0,78.0,78.0,77.0,1.0,3.234,22.0,19.0,-4.582,2.334,0.1355,9.471331208265074,,
4989,79,13708,265.636,210.091,5.545,257.8868,205.46071,0.0,79.0,78.0,65.0,1.0,1.582,22.0,19.0,-4.74,-0.1582,0.3352,10.594182890817985,,
4989,80,16373,265.364,210.636,5.727,266.90375,203.08325,7.9999967,80.0,78.0,79.0,1.0,4.1,22.0,16.0,-4.758,-2.111,0.3574,8.036253892406027,,
4990,84,13422,490.636,213.818,2.364,492.54224,211.11287,1.1588534,84.0,78.0,63.0,1.0,4.227,12.0,23.0,8.04,2.88,0.02791,3.521911069574525,,
4997,84,16908,428.727,80.909,8.818,427.34787,78.45584,6.3608127,84.0,79.0,82.0,1.0,4.242,21.0,18.0,8.56,-1.367,-0.2448,3.7360089627544086,,
4998,79,7889,324.273,42.455,4.364,333.94516,38.984325,7.9999957,79.0,79.0,33.0,1.0,1.471,21.0,46.0,-5.445,0.2583,-0.4236,10.90030865396218,,
5002,79,14983,292.636,391.0,8.818,287.00906,386.79022,6.1244726,79.0,79.0,71.0,1.0,3.81,4.0,17.0,5.195,-2.117,0.541,7.52594122130591,,
5012,79,13214,6.818,476.091,3.364,10.092044,473.8565,3.2687283,79.0,79.0,62.0,1.0,3.385,6.0,19.0,13.92,0.785,0.2007,3.965025984877905,,
5015,88,17290,132.0,68.727,-0.273,131.78696,65.04999,0.89132446,88.0,86.0,84.0,1.0,3.33,7.0,12.0,8.31,3.56,-0.02925,3.862827983466824,,
5015,89,17290,131.455,68.727,-0.091,128.7032,66.13899,0.6135836,89.0,86.0,84.0,1.0,2.348,7.0,12.0,6.81,3.8,0.7915,3.842738222867772,,
5016,96,17315,454.636,357.273,-0.182,456.87488,353.77393,1.023257,96.0,79.0,84.0,1.0,3.307,21.0,16.0,11.84,2.555,0.08405,4.325357667910146,,
5016,97,16461,448.273,361.0,-0.364,448.35883,352.72635,2.2863727,97.0,79.0,79.0,1.0,2.94,21.0,12.0,8.484,1.108,1.472,8.688217686056495,,
5016,98,17314,442.636,365.091,-0.364,439.27698,357.13852,1.2813607,98.0,79.0,84.0,1.0,2.98,21.0,12.0,3.18,0.4763,0.03082,8.788183278920876,,
5019,80,16568,251.0,85.909,4.909,244.7176,94.064445,0.6286452,80.0,79.0,80.0,1.0,3.42,21.0,6.0,0.7534,2.383,-0.707,11.149047946883536,,
5021,99,15694,121.909,104.0,8.0,127.99833,109.58762,4.096893,99.0,84.0,75.0,1.0,3.668,16.0,22.0,5.84,-1.628,0.704,9.1397856302404,,
5030,86,11564,320.182,502.545,-0.818,317.65958,498.81818,2.0155802,86.0,79.0,53.0,1.0,3.594,8.0,37.0,7.273,1.145,-0.4092,5.317985212336748,,
5032,85,630,103.182,382.909,3.727,108.770256,382.52722,7.999999,85.0,79.0,0.0,1.0,2.227,21.0,77.0,-1.369,-2.291,-0.0659,7.045060790648794,,
5038,81,14050,473.818,45.182,9.0,472.2805,39.13447,5.3057423,81.0,79.0,67.0,1.0,3.434,8.0,17.0,4.797,-1.355,0.2842,7.2514871098905775,,
5038,82,14050,474.273,45.364,9.0,472.78336,45.578915,1.636559,82.0,79.0,67.0,1.0,3.256,8.0,17.0,7.848,3.158,0.09064,7.515682214363911,,
5038,83,17232,474.909,44.364,9.0,469.7588,49.29395,5.8835697,83.0,79.0,83.0,1.0,3.385,8.0,7.0,9.46,-1.44,0.4114,7.780816464694305,,
5044,92,16509,427.0,130.636,-0.545,431.8913,129.27338,3.940608,92.0,82.0,80.0,1.0,3.578,12.0,15.0,6.043,-1.946,-0.2246,6.775118307754042,,
5044,93,16509,423.636,132.545,-0.636,431.38965,129.48575,4.3373427,93.0,82.0,80.0,1.0,3.385,12.0,15.0,4.36,-0.831,0.2783,9.706298805242044,,
5047,81,15401,265.455,182.091,-0.273,264.1317,178.7075,3.1756165,81.0,79.0,74.0,1.0,4.21,6.0,19.0,10.81,0.11035,0.02611,5.00920661423265,,
5048,93,14320,317.727,250.545,6.727,320.47205,249.03549,4.5780544,93.0,79.0,68.0,1.0,4.66,21.0,29.0,12.23,-1.13,-0.2048,3.79893236770011,,
5049,79,13697,375.636,233.818,5.818,373.60812,225.99965,0.0,79.0,79.0,65.0,1.0,5.395,21.0,9.0,-10.26,-0.1566,0.6587,9.954296460167352,,
5049,85,15367,363.091,239.455,6.364,358.98285,244.63637,7.125303,85.0,79.0,74.0,1.0,3.838,21.0,24.0,1.773,-1.557,-0.297,6.656055420232696,,
5049,94,16032,314.273,250.909,7.182,310.82632,249.03793,6.410603,94.0,79.0,77.0,1.0,5.58,21.0,17.0,11.97,-1.43,-0.11847,3.99694374477664,,
5050,87,16458,497.455,469.091,5.909,494.848,476.1408,0.72721356,87.0,79.0,79.0,1.0,2.088,21.0,15.0,1.546,2.396,0.1907,9.129459992232167,,
5050,92,13547,472.818,476.636,6.0,466.32697,478.1101,3.2879665,92.0,79.0,64.0,1.0,4.523,21.0,33.0,8.23,1.007,0.267,7.187598136792409,,
5054,89,16125,452.273,197.364,-0.273,452.7436,193.86653,1.2203013,89.0,80.0,78.0,1.0,4.55,11.0,21.0,8.87,2.867,-0.03583,3.83193287173479,,
5057,89,15792,369.909,307.636,8.545,370.93857,310.0043,5.108708,89.0,80.0,76.0,1.0,6.04,13.0,20.0,13.11,-1.135,-0.725,4.298483684296587,,
